"birdID","tagID","datetimeGMT","latitude","longitude","sex"
"5020551",370749,2025-03-27 19:39:33,28.6726493835449,-17.7689876556396,"Female"
"5020551",370749,2025-03-27 19:43:40,28.6726360321045,-17.7689952850342,"Female"
"5020551",370749,2025-03-27 19:44:36,28.6727142333984,-17.7689781188965,"Female"
"5020551",370749,2025-03-27 19:46:17,28.6726703643799,-17.7690296173096,"Female"
"5020551",370749,2025-03-27 19:46:32,28.6726322174072,-17.7690086364746,"Female"
"5020551",370749,2025-03-27 19:47:35,28.6726055145264,-17.7692127227783,"Female"
"5020551",370749,2025-03-27 19:48:36,28.6726703643799,-17.7690486907959,"Female"
"5020551",370749,2025-03-27 19:49:33,28.6726551055908,-17.7690200805664,"Female"
"5020551",370749,2025-03-27 19:50:34,28.6726226806641,-17.7690238952637,"Female"
"5020551",370749,2025-03-27 19:51:35,28.6727542877197,-17.769021987915,"Female"
"5020551",370749,2025-03-27 19:52:33,28.6727390289307,-17.7690372467041,"Female"
"5020551",370749,2025-03-27 19:53:33,28.6726894378662,-17.7690162658691,"Female"
"5020551",370749,2025-03-27 19:54:39,28.6725673675537,-17.7692623138428,"Female"
"5020551",370749,2025-03-27 19:56:57,28.6716613769531,-17.7694492340088,"Female"
"5020551",370749,2025-03-27 19:58:27,28.6713600158691,-17.768741607666,"Female"
"5020551",370749,2025-03-27 19:59:31,28.6713771820068,-17.7685165405273,"Female"
"5020551",370749,2025-03-27 19:59:32,28.6713924407959,-17.7684688568115,"Female"
"5020551",370749,2025-03-27 20:00:37,28.67165184021,-17.7673721313477,"Female"
"5020551",370749,2025-03-27 20:01:35,28.6689910888672,-17.7615642547607,"Female"
"5020551",370749,2025-03-27 20:04:00,28.6637649536133,-17.7459964752197,"Female"
"5020551",370749,2025-03-27 20:05:01,28.6636295318604,-17.7404003143311,"Female"
"5020551",370749,2025-03-27 20:05:02,28.6636238098145,-17.7403106689453,"Female"
"5020551",370749,2025-03-27 20:06:05,28.6629180908203,-17.7368335723877,"Female"
"5020551",370749,2025-03-27 20:07:06,28.6614856719971,-17.7327842712402,"Female"
"5020551",370749,2025-03-27 20:08:05,28.6585674285889,-17.7281589508057,"Female"
"5020551",370749,2025-03-27 20:09:05,28.6561870574951,-17.7235107421875,"Female"
"5020551",370749,2025-03-27 20:10:05,28.6543121337891,-17.7202396392822,"Female"
"5020551",370749,2025-03-27 20:15:04,28.641716003418,-17.7010631561279,"Female"
"5020551",370749,2025-03-27 20:20:04,28.627613067627,-17.6833419799805,"Female"
"5020551",370749,2025-03-27 20:25:05,28.6212749481201,-17.6657695770264,"Female"
"5020551",370749,2025-03-27 20:30:05,28.619701385498,-17.6540012359619,"Female"
"5020551",370749,2025-03-27 20:35:05,28.6202049255371,-17.6514453887939,"Female"
"5020551",370749,2025-03-27 20:40:05,28.6215591430664,-17.6427745819092,"Female"
"5020551",370749,2025-03-27 20:45:04,28.6238079071045,-17.6336097717285,"Female"
"5020551",370749,2025-03-27 20:50:05,28.6255187988281,-17.6289024353027,"Female"
"5020551",370749,2025-03-27 20:55:05,28.6301860809326,-17.6244869232178,"Female"
"5020551",370749,2025-03-27 21:00:05,28.6405220031738,-17.6322765350342,"Female"
"5020551",370749,2025-03-27 21:05:05,28.6489772796631,-17.6389617919922,"Female"
"5020551",370749,2025-03-27 21:10:05,28.6494255065918,-17.6395053863525,"Female"
"5020551",370749,2025-03-27 21:15:05,28.6583786010742,-17.6392517089844,"Female"
"5020551",370749,2025-03-27 21:20:05,28.6590690612793,-17.6395263671875,"Female"
"5020551",370749,2025-03-27 21:25:05,28.6665687561035,-17.6396045684814,"Female"
"5020551",370749,2025-03-27 21:30:05,28.6672267913818,-17.6398754119873,"Female"
